"","GSM4008561","GSM4008562","GSM4008563","GSM4008564","GSM4008565","GSM4008566","GSM4008567","GSM4008568","GSM4008569","GSM4008570","GSM4008571","GSM4008572","GSM4008573","GSM4008574","GSM4008575","GSM4008576","GSM4008577","GSM4008578","GSM4008579","GSM4008580","GSM4008581","GSM4008582","GSM4008583","GSM4008584","GSM4008585","GSM4008586","GSM4008587","GSM4008588","GSM4008590","GSM4008591","GSM4008592","GSM4008593","GSM4008594","GSM4008595","GSM4008596","GSM4008597","GSM4008598","GSM4008599","GSM4008600","GSM4008601","GSM4008602","GSM4008603","GSM4008604","GSM4008605","GSM4008606","GSM4008607","GSM4008608","GSM4008609","GSM4008610","GSM4008611","GSM4008612","GSM4008613","GSM4008614","GSM4008615","GSM4008616","GSM4008617","GSM4008618"
"ADCK3",360.469284449927,203.583561468025,443.910983304089,252.941233611189,231.570395407929,252.371189241461,284.131295869452,277.19602042616,319.496023136485,218.318493546221,211.456523848358,294.516813704989,253.507721620078,237.839844155036,239.97215281177,348.84199259199,378.649572293482,426.883534300605,234.835679289673,277.765048466286,290.565743586974,311.256796813782,450.801742400936,336.491826394997,296.929668177556,309.148173710496,346.584531903053,306.417006709217,275.967746463661,226.704694447893,418.798928019183,294.724659450756,269.777385124844,201.464002911907,262.512426469937,270.419743486233,363.323910129251,261.524320229963,222.167031704213,268.513595912859,312.157589083624,293.829358690394,299.640319115051,321.208502841317,367.509027001884,375.801429877407,218.970529236355,236.646264133547,199.503782956969,317.880775732245,418.286487816026,319.410427096343,279.575536592366,291.544390509622,250.80290149711,234.30093295078,300.414652869707
"HBA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.967474,0,0,0,0,0,0,58.440342,0,0,0,0,33.036057,0,0,0,0,0,0,0,0,0,13.677431,19.263887,0,0,0,0,0,0,0,0,0,0,0,0,102.140442,0,0,0,0,0,0
"GAMT",278.859341136048,585.905902473647,240.546807180284,238.099926520649,420.795649174628,313.690219140636,251.981971244582,248.689324997259,254.552481872221,296.881108124014,144.374624150444,315.406767438302,249.486958124539,258.224403719559,287.612777814203,314.822917946734,234.653055549219,305.159697111637,271.877740963234,234.264811645906,330.058013003736,430.034238519208,320.191152548245,329.776900609568,256.466210372455,250.089307584714,293.984340909852,412.025633557328,189.852055632062,268.582183429004,267.647144208052,284.879126646302,227.866177431073,275.671984099125,238.340887999405,292.795820276783,297.193000728859,328.09516353522,275.86665541622,270.075951794516,295.423753589277,241.018211714185,329.306083931678,280.250059742628,259.337855490038,169.879602196364,178.202572563186,251.74600304277,197.635480905372,335.21160842909,298.496315994064,293.623379823869,210.082276929952,237.421972829019,265.309506790313,355.5754444993,308.209193166309
"RN7SL5P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RPL5",236.244852982213,534.554130313747,233.663274582648,280.777826963538,242.881510875947,271.794268806071,211.378661375647,259.191984312637,168.752120829714,342.249979920018,362.18036417357,266.054075445943,295.050990972395,266.523644375373,314.685078930453,245.064666945694,115.338659108661,137.007193617947,258.362964304184,266.377029421527,327.490499610915,196.361229481756,288.783378910271,278.923487821145,255.020857703654,238.320159551069,291.531216810744,238.408259319337,269.66170699174,371.567196916572,209.480953768632,269.512860274661,177.126892392899,210.650198764654,223.531371343039,302.702046994741,365.253600470627,368.50191813596,337.645781485044,209.416019977117,283.785185085662,263.995621433465,264.778096830646,246.432339931515,206.94480181208,244.260175753017,233.002430281648,288.530137809354,303.477820242296,317.062297789168,252.508745221349,223.639079072086,204.145640217183,258.876775195731,310.049128175551,415.497352440948,225.349492352396
"RN7SL4P",-41.5811597676381,-41.5811597676381,-41.5811597676381,-41.5811597676381,-41.5811597676381,-41.5811597676381,-41.5811597676381,-41.5811597676381,55.3349179898954,-41.5811597676381,-41.5811597676381,-41.5811597676381,-41.5811597676381,-41.5811597676381,-41.5811597676381,-41.5811597676381,-41.5811597676381,-41.5811597676381,-41.5811597676381,-41.5811597676381,-41.5811597676381,-41.5811597676381,-41.5811597676381,-41.5811597676381,-41.5811597676381,-41.5811597676381,-41.5811597676381,-41.5811597676381,-41.5811597676381,-41.5811597676381,-41.5811597676381,-41.5811597676381,-41.5811597676381,-41.5811597676381,-41.5811597676381,-41.5811597676381,-41.5811597676381,-41.5811597676381,-41.5811597676381,-41.5811597676381,-41.5811597676381,-41.5811597676381,-41.5811597676381,-41.5811597676381,-41.5811597676381,-41.5811597676381,-41.5811597676381,-41.5811597676381,-41.5811597676381,-41.5811597676381,-41.5811597676381,-41.5811597676381,-41.5811597676381,-41.5811597676381,-41.5811597676381,-41.5811597676381,-41.5811597676381
"NDUFB10",238.330868920751,611.66992088449,252.124758724326,227.950332393839,257.459232710996,286.820137385117,242.531736715067,242.293513718684,286.860076985117,296.988652934562,227.508037368128,264.336300089907,252.865471409202,250.078687294707,281.947599867491,306.52818419063,208.957826760232,260.068332306147,250.740607494945,282.444930468488,238.966000650508,284.193168816861,321.365764795469,279.001929535757,234.424945043738,224.825118884764,313.026568739059,240.578610364021,229.194379782083,359.491923525295,230.783489275907,247.593737435001,231.737467039974,324.475597534887,280.929567727461,249.522576634544,295.323267264255,278.658668005112,297.806830625053,262.082040228117,254.221089802583,257.158884258418,314.714368850517,248.886229844595,218.923113421577,237.111380362849,226.038432838401,284.523936868144,239.652064668238,279.383114622041,284.692257835732,229.551935367024,233.275715444417,253.627884675655,260.233480252245,270.381367883119,305.132382623117
"PDLIM5",270.093675781648,244.71073477815,362.573242154981,263.228177815359,228.995361663235,240.313148510436,221.754229702133,323.445422408642,280.998839241364,220.330245563199,380.998231126059,216.930137930083,262.935834441413,303.056414150763,274.013039072338,289.831298643396,143.729925770976,128.486131355179,225.233629046632,316.806794427824,285.042292153485,143.756758058372,221.443010948427,289.226466877584,308.99642425436,361.11815084102,214.982983820407,267.84050905879,383.777763757549,335.428625159086,243.085168711659,270.861872048931,321.637954152774,195.257761253147,232.514797948036,314.243318014956,410.588243332098,275.052014973816,282.859549090441,279.848089416627,311.507758826133,310.928701893761,293.603125264744,213.213203223527,292.551833665095,276.904048846568,298.081230583842,272.1056896098,365.122708863111,240.720142775814,224.949623263745,289.23488906496,350.103922620409,318.076258540832,279.03410019246,337.934965774538,322.536122952544
"ANKRD23",400.892521811744,39.4732847351074,114.958126458507,192.485395355849,344.739377013847,306.399661741249,291.167746829439,262.671028872347,380.099118346427,191.102264154759,146.969397158206,319.565662036307,354.386998760554,246.59188625459,294.819966148542,320.525863191111,343.489194025566,261.779415186554,320.912414916743,91.3990712372096,361.874100601304,273.909361533681,215.330453971227,337.919846084788,331.63208166919,294.52683061033,322.474844913438,316.70348330899,282.845771650347,191.766114611807,326.559132511415,356.289243612713,294.994234429047,225.270974216167,253.790555313245,263.34029710734,239.536137670886,259.379461490934,322.6396462269,278.135350265155,335.91653636014,203.881593716459,269.479871541963,338.290173740779,297.075628829418,231.932014167654,237.434917753958,259.47040582936,358.632486225077,255.935387659801,174.893805010778,294.246315743897,330.774999733354,278.280564077512,255.572770143688,313.342763659605,272.962288296699
"RPS3A",212.555988992646,420.033483017091,238.386279307991,281.996966770244,289.644640739359,311.946086000366,244.055196973487,326.071776826022,240.445320779698,365.977701454119,453.925559241069,309.559934556768,279.335952394224,230.296455270743,299.630743856942,253.368559268085,118.753452912812,187.051130213623,214.653657411904,164.025070075841,351.983937498603,227.143376476262,218.864899643958,265.361221408908,277.040815571594,198.638638185819,335.306345895261,238.654936003242,148.170294059143,287.829206305634,222.657971424256,264.498147826667,220.435794575496,239.951015389884,167.54640497175,275.566346610676,478.28389977748,387.939440833313,357.639793022073,244.835652698497,317.990769925719,181.23153244705,275.288498264168,254.042512294537,181.771040950009,180.409186149769,288.539221238759,235.672550131769,284.477072390003,336.701277188087,140.709733554829,227.384043959052,281.940286704223,299.204361605659,372.388262932861,419.862089981615,355.234515361855
"RPS23",211.011411432267,1023.32994244616,23.2070112765461,128.126931429429,328.869660788939,243.157664383154,-53.7130985666567,246.258274997662,389.579297209505,410.903076274788,64.1318772730039,52.6536139381275,507.261822982972,409.105073033478,341.784544313154,312.970337927271,-110.941856662443,308.722437940643,-97.0557328865195,194.091333409899,378.086452958196,21.5581338286181,266.119746187795,302.865773340529,213.150610918424,123.991784579202,395.698106769806,365.488303133038,33.4439294898016,-30.1120239824125,284.889850397102,27.5411173655499,238.629245836448,471.36194403535,269.567855517452,279.883609740766,358.389064770883,252.083267978071,394.699092593854,346.539428242277,-36.360598623385,240.37923233999,20.1221017064886,12.4982793903571,-27.1189299058209,197.286218548913,399.143492788219,259.686126398268,-41.0434303177569,339.609505981025,207.676107745011,267.830580716713,213.481923783714,159.02895317885,304.446818285973,429.59771010869,420.412525596627
"COX6B1",219.749649846064,595.757984521391,298.930288202299,281.670995040523,281.140069313181,279.637718416932,269.662185877445,233.751445868116,215.910506893408,313.229057780813,228.060769692389,250.478650937481,287.959760445678,220.024252638749,279.137650147504,354.949848620211,230.87785909353,190.830111746116,287.20595002551,229.500916193258,267.938822458338,245.152077282816,320.084349916374,262.114906613795,223.618884477188,314.15872236455,313.398715442895,242.773761639855,176.076377473863,325.96149279166,300.260381597383,256.380853736712,256.994971932796,312.41404336143,312.508430739643,231.475258764172,246.474521220077,281.446801496048,311.344287586091,222.660453739902,287.448516321944,221.975062080818,307.282133700141,266.943936808402,221.421766780647,188.393371776143,296.370157701949,286.013604036726,192.956666975504,276.859174041858,301.905131742101,258.521201332757,220.524102964727,238.243522388077,210.080394547378,278.250871594622,282.135571874085
"RPL18",270.815924839873,628.903868543437,283.89439940563,254.231991757031,415.125475402967,333.343042501615,127.368479399217,211.13330589451,219.039602949121,303.670963123115,133.987606948423,276.137941589479,222.961947090748,189.77762565413,335.013102908027,329.23985330319,170.463548360602,185.864411151569,250.675632984237,132.606421711444,309.632110890077,405.473275583399,276.051562525495,290.942297106288,301.621673150507,146.714694088669,316.130598049715,316.947052014573,97.9410251744503,156.546204522129,293.413665518911,385.479659288571,166.121519272915,230.930347611629,263.688973707097,279.22955078314,404.017104076677,346.24862563838,354.88287070196,264.713797909224,229.122065891618,185.212803158304,433.654151945894,214.41308281459,226.566531212021,202.403777258498,197.307131070173,172.473558964609,116.715725050747,307.555340170673,179.076009074507,218.744308594789,273.56934637171,221.013453428503,265.079288583144,322.488153441586,271.820819057689
"SMPX",307.748199,542.613708,447.640228,437.190643,395.305542,351.526367,338.121948,492.377319,352.649811,351.986023,528.433472,403.39035,427.55072,337.029663,381.6716,469.291443,233.919128,251.495209,323.193054,433.254272,264.57843,295.423645,371.304474,388.025848,267.581421,531.546021,432.306885,297.835785,377.286469,353.961212,339.613586,434.814911,419.31543,331.552155,456.661011,529.10907,454.632904,457.844208,431.820587,344.223816,423.053253,409.961761,382.686493,309.284363,308.457092,337.873047,416.298889,415.102081,281.954254,331.128784,410.810028,378.436523,380.744659,487.954407,405.25058,339.41272,515.337341
"CHCHD10",226.917418465908,727.884701426451,208.026168140014,202.522002472085,232.932908092279,253.738936722313,206.401785698094,180.781105700102,290.206062782609,377.964921464227,120.613910286289,230.11892997789,338.134982648833,220.166013321212,159.132345039189,317.677843184138,190.555508143826,206.688597737168,455.851714539352,338.607943771505,247.101213102509,269.641944869649,339.857230009492,241.02899288307,220.920843461699,175.076914916288,363.35200735444,331.178224437842,251.489588617317,274.043867235951,208.945137380612,171.606537027803,196.920131166447,332.958033307601,268.609676378628,193.000567503512,199.363406578611,154.989424244344,295.197083379001,209.910263608653,250.176544838212,297.151153658246,378.840040637614,241.183628215133,224.576908518799,167.809080856179,212.258164195495,424.904246881713,239.293987112011,292.362629688368,351.044606495065,216.714146542949,216.623308572262,279.276596793446,229.075381735352,254.056593532602,312.283369051331
"LMOD2",550.352783,287.331512,301.372437,448.912018,340.19223,384.764679,319.809326,271.389954,297.043945,156.953827,310.544067,311.179749,453.050629,391.355133,349.516907,377.941986,381.056458,261.674805,267.823761,283.801758,230.702332,239.034348,349.171326,364.413361,429.096375,451.800446,321.24173,296.766571,433.191284,224.017639,365.125946,296.840729,420.937927,315.047333,222.249512,464.279144,319.707123,396.046783,360.146179,233.19281,302.549805,345.640869,246.725525,242.487671,421.434753,336.329926,429.375336,297.724792,482.741821,289.670807,238.908005,299.412781,322.804688,283.672058,302.555298,596.642273,402.561096
"EIF1",230.348290678542,460.414838118422,241.581450361315,238.855082483498,212.04536847664,299.023887622489,231.503980281805,214.573042277316,251.433526387281,235.494434394035,247.333035470049,222.721077403887,190.807604499286,221.605255578548,233.49568950568,292.225294918068,301.577462543067,232.362902101193,271.983505529246,211.283556601383,260.343493859435,237.84150935288,250.368406769435,283.587657528098,245.397558239081,212.431442294978,264.019082977556,283.001381778631,197.446723129626,372.132304725074,262.259051025904,247.792502377855,202.554293629459,294.401278316151,256.527717768794,233.444203253613,279.477161649109,278.366025329449,296.744209885782,284.025005294241,292.256273565936,269.337055887687,256.130327639587,297.315870214903,271.13897398894,280.547855488148,266.150526916501,201.713393973218,269.922938627405,271.59368034398,292.788336681634,267.459950479091,249.708753729886,226.526908767935,253.25828743961,309.079947557824,266.187442183998
"UQCRQ",219.091699291013,670.916197073492,271.761367611968,244.111692712845,226.276071852243,291.234587525666,179.801290286492,129.099523203792,256.983415762843,273.357661242858,147.805331039506,306.933118832627,223.123371469354,162.44974126512,220.873343365319,428.931825954647,176.632701336027,117.432478760027,234.994597905108,229.361412385951,201.106008460846,184.891458307287,301.852949005147,273.693650838071,270.639180718983,207.137798032998,184.268157434492,256.990720268153,191.643464160957,298.267478192416,201.337676659922,245.884719632896,169.643909055459,369.657561153572,361.79366884041,217.753194470154,233.636332753816,197.289948247921,294.84705699016,198.242675471199,250.130688921574,254.067197360541,279.339190700247,234.438217861091,212.195145417882,244.104286725432,232.772543563482,346.383629092017,195.684126329977,256.730776066491,355.392162316603,286.869787106202,125.239496972646,212.387831252466,236.03582634706,328.645294270429,338.321800348488
"RPS27A",92.0843545360204,1137.24215650449,136.73510334861,301.744502442915,156.630500867889,257.174614259561,251.132766784632,294.02352474815,159.898087660956,270.861883749087,341.543898101689,199.082826420634,303.795189701649,208.324514439921,181.786808408177,296.23758394693,42.7875233616809,39.450892542666,196.48817697033,176.638935923137,389.13167618361,-25.0205234498232,146.145246268798,261.368318797217,259.799920851147,78.8492408823753,273.419967756465,352.12304233046,193.635138933223,309.824190320307,186.093419565678,96.6848325502111,547.692881226861,201.170340954543,265.921940222652,282.089643381389,559.845284374345,486.80919887323,303.989657067396,231.619650042492,329.511704417024,238.327143401219,201.587320196825,162.988061116374,238.554869154733,192.125454023233,303.690445417601,206.114451028957,307.688122980021,205.685917015639,-28.8306380490907,67.6105810596618,170.190354815714,117.974224968978,318.162608304826,790.486323697339,442.204743140857
"MT-TR",152.283754123037,-19.7231623501846,40.4603083434112,19.3354227079086,-140.460578923195,200.008564444053,562.578836175457,182.701934752998,80.6430142027312,123.259387534336,384.767907078988,101.544038579952,204.696121826401,86.3088584631538,537.849039242953,179.345656577654,9.01475435257379,46.2988294364853,251.764383629497,156.842503195171,-187.131280560646,287.649453608489,193.313383363442,-61.4665224988869,164.122418596945,818.4614530635,-65.1277554917718,135.35010101117,-149.646367796141,259.880383041084,-53.4665823603366,-46.6292522048703,-140.089162352775,221.646719861099,633.620694108871,105.754394659353,189.991156413976,1.0020651768458,226.714946279666,241.341642286636,356.018155826951,-82.7475434947547,470.675626501607,256.91171325131,35.5916554604012,760.119142373886,326.550423987557,38.9703923826708,-78.8087365278867,404.60626962112,228.913455878448,-137.526578983466,149.426947720646,345.21724684124,176.261304068683,357.866443457202,640.172300589373
"EEF1D",191.835458503755,231.828421878135,145.211354959525,215.41393487404,333.269347727262,260.982461283011,177.352949420315,272.333945872468,211.982186818069,312.271058084852,61.5990609033663,289.395376526606,214.975128004297,197.104349895164,378.483593277327,246.464248358548,190.777304992594,197.641743830878,257.717238005129,217.00372155668,253.959275926664,449.09518131098,314.826878253983,326.329613612305,192.03862984921,190.088377777189,354.171678882691,367.684125629601,155.91669122833,128.095197045156,217.069414536039,155.810282911556,249.350544778723,154.522580141946,138.111090209222,346.904791089665,315.599348833873,192.719308976803,297.076658569084,188.168117914274,155.989695710697,201.283643092168,393.122699339938,223.913610859485,238.662309627201,91.056799446212,115.482016035931,219.281637054564,174.474290004752,323.890510334328,154.515505088216,252.143784589424,231.194599627654,174.96431117402,375.318830235024,408.533102948356,273.073995264303
"TYROBP",537.253150547303,1309.02532362672,215.144559817822,215.144559817822,215.144559817822,215.144559817822,215.144559817822,215.144559817822,579.103027779559,215.144559817822,215.144559817822,215.144559817822,215.144559817822,215.144559817822,215.144559817822,517.509724935603,215.144559817822,215.144559817822,437.792342105831,518.798280054539,813.605701241121,215.144559817822,215.144559817822,215.144559817822,215.144559817822,215.144559817822,215.144559817822,215.144559817822,215.144559817822,215.144559817822,215.144559817822,215.144559817822,730.194399043962,215.144559817822,215.144559817822,215.144559817822,444.968857801117,421.648219099925,215.144559817822,215.144559817822,215.144559817822,719.141173233687,215.144559817822,215.144559817822,215.144559817822,215.144559817822,574.18166762172,215.144559817822,215.144559817822,215.144559817822,215.144559817822,215.144559817822,215.144559817822,215.144559817822,215.144559817822,215.144559817822,434.751720183735
"ADSSL1",286.475709945326,280.674807988633,274.309491640001,247.396237062175,245.384207061094,260.748250342018,235.983175851621,304.076061865622,277.179274026852,281.692228103595,164.879020777775,339.790358598477,287.550568720861,303.7445118976,180.726640910156,305.063817064975,292.422689020613,310.083905653964,236.06626085155,262.026584878776,300.162543046595,362.097922029395,343.811031275202,323.120522015786,245.53906876414,194.593411475381,307.548470618604,287.094371889424,259.052208491828,266.931954927497,276.447783422227,234.449757894972,182.809799581821,224.812119938241,122.073826838558,321.280017964731,184.50499330975,204.510716779454,260.674738667334,269.499654754011,250.019365615685,227.043581242622,216.774378781675,259.983353789346,268.029545186886,191.304346875314,185.168703842185,281.093972729816,215.125512925432,320.90347878984,312.183275466195,260.476817655105,184.276226207074,281.814708834356,283.533519604542,250.161385430983,251.464813801271
"ATP5O",136.525526218005,826.071924238196,243.777010473603,43.3578651267045,147.022407523352,348.505984150889,302.150258524287,260.06574532436,163.870051889883,366.194464799218,315.655576331233,242.428403098821,169.483870594826,261.568511389518,207.362005045199,341.409416321543,106.831265400858,175.203220566156,268.667987055985,261.734779713864,168.691370606722,199.502261673376,433.526977367598,283.459509845144,251.822273160582,265.538970624375,251.717402136115,227.029819922467,138.625939457461,366.260464730441,195.511440646998,166.205006973886,214.5471267391,348.928584036087,332.971805306351,229.32051107108,193.885639106418,408.529966972485,317.734783847894,161.087482243183,135.516174016661,266.537166296884,285.755119016255,214.499055581926,202.682574223353,177.947660808699,289.655084862406,274.979749055044,148.315379552024,291.528993532982,315.575139456592,170.618507599711,249.532904228728,248.788712807622,246.877944962098,226.830286495989,398.850945183508
"RPL4",215.683749464549,276.48150038517,243.365273523929,349.109200903895,292.877746262881,246.718624031488,300.865406272262,242.023786351527,222.624371099747,352.927922212393,363.1618085355,278.602761633988,285.633381466647,303.219667165286,258.849920077825,264.551777192144,164.478631846862,222.679882255773,216.646101569045,193.767745883214,250.870301082206,253.966787551043,202.592093135553,287.786511864851,277.096880268175,199.903179584132,270.424851214844,223.573260277399,206.886512986249,219.773055176751,230.180151438704,377.212055713194,221.705579220258,222.992920988257,226.25239963999,282.244548006735,298.08634707055,307.715992242476,256.274536745199,273.014988290891,239.486356410473,227.619336929147,268.975108283899,229.58797120385,190.486799549769,192.931464739853,215.448169395816,190.981862757904,261.073978913212,276.028447938696,268.735690815693,206.396465591598,256.115601932391,240.711548019201,247.36576186994,229.370463775846,268.282528383911
"RPL13",204.324171874274,518.282369691085,180.539848272969,342.995550374818,285.771800803178,186.396365445074,160.598714247297,189.528587750869,190.901377626416,399.699475686058,201.975073633413,365.630343198136,294.050802463068,277.280404658084,226.710164406473,182.991411969224,113.756706484438,208.165447113228,228.618965211197,199.5947780524,356.36492026346,267.731105305254,142.984271034728,273.906621795172,230.604025438315,144.593600092124,245.186520168962,266.17808380525,303.313014791202,255.347732396881,167.348418150213,308.827827877484,246.327434761445,227.396943547943,174.11188990907,194.795903497698,386.690625841661,257.877139102939,287.441947635272,193.461092992771,361.580388556678,186.310925224786,223.963973270367,198.718108739634,280.615673606102,148.957221972268,213.133367953468,205.290768238323,172.237042688407,286.690836090507,183.758756955389,193.752559939607,150.806300818055,167.048184677295,242.272278336027,295.555420979123,229.039200532576
"RPL34",-23.4669770520194,394.61064438019,240.582799807505,399.406006803605,35.790057874587,395.355458405519,238.908270372937,62.8954606181838,179.460842742192,391.83388759938,199.624970618581,235.736605022463,76.1515994761291,321.381997484007,358.452210704721,375.645600454113,-88.3709294078513,158.622579090524,286.624805478835,115.281274496568,164.3970898246,42.9466953421933,267.749716357025,299.628982729861,297.547662169817,345.735554573072,65.4703608751687,221.714153345013,269.891845483202,360.559481885105,204.152143573695,228.921068532537,196.777366624024,257.016800575941,275.567769571852,368.76706621621,401.132995793687,480.436736171905,464.017813577071,275.273295228935,350.435301908294,263.076422860117,339.13199406331,202.626867855605,189.084746917195,231.441018856005,23.1367080333236,405.087984200438,30.3422751843775,348.741433476402,225.797994938112,167.05911658045,279.092087874666,357.553996006032,91.422505562207,449.258676497479,173.046047742681
"SLC25A4",167.896997891152,511.804442762476,227.566201695844,191.570954722398,229.723376918588,313.111387205541,333.344253143747,193.612601601174,195.351374722102,226.776696345429,216.058849988056,236.865532131968,208.527570680464,233.614247860904,263.479426590204,351.125130421442,168.829711717906,123.693465844261,338.907196830449,294.496004307029,185.49857697771,193.631803390094,319.482723695466,289.535272946214,198.588471301802,234.574757513181,292.68803249234,220.062817535255,180.021751562547,372.568017940517,232.205741580204,184.836659345206,223.149694197019,310.667660782404,313.031914741581,233.445075003468,270.430192586603,285.387696362422,294.638163904885,232.935358261271,250.351810841291,243.637001028676,281.265866962205,280.975151899779,206.272801735223,196.495330055876,334.220792487914,306.169348402013,147.660852161227,266.569000212145,288.056054137772,264.852658465394,203.542590689828,217.170129646466,239.76115273302,239.740501505364,278.195845482974
"RPS4X",236.19705630416,513.983656023184,154.78171095411,292.148058369929,332.08498024734,257.299025424718,247.124284698633,234.877151725818,192.257922366886,354.127453657064,278.93497470034,225.555167544638,239.460482607424,203.282259530999,273.903960388132,302.450554572406,142.696213309225,275.481382027167,199.845085779841,168.391285783656,231.18427955791,319.962148057806,187.3195201237,254.586183227904,238.239432404755,196.690281455323,295.588538303782,264.64572369421,154.412117221559,202.913220886559,210.913257862533,360.021922133296,272.88596531177,180.491941229322,186.059796348044,223.587903629992,344.326170368933,317.359451897447,284.025020685461,194.678104095636,213.738700169553,186.490500899325,260.87977953262,266.322591315983,166.070550037644,200.495081784673,168.802635288967,180.420578322719,180.098125691443,289.109084865807,119.601606904322,221.015669147014,211.905434037949,210.235809342184,290.19171849192,277.613994030134,267.211382330751
